N_Pergunta,Pergunta,Recurso_WikiQA,Abstract_Recurso_WikiQA,Recurso_New,Abstract_Recurso_New
Q1336,what are the arb medications,ARB,,ARB,
Q1339,where did columbus really land in 1492?,Christopher_Columbus,"Christopher Columbus (/kəˈlʌmbəs/; born between 25 August and 31 October 1451, died 20 May 1506) was an Italian explorer and navigator who completed four voyages across the Atlantic Ocean, opening the way for the widespread European exploration and colonization of the Americas. His expeditions, sponsored by the Catholic Monarchs of Spain, were the first European contact with the Caribbean, Central America, and South America. The name Christopher Columbus is the Anglicisation of the Latin Christophorus Columbus. Scholars generally agree that Columbus was born in the Republic of Genoa and spoke a dialect of Ligurian as his first language. He went to sea at a young age and travelled widely, as far north as the British Isles and as far south as what is now Ghana. He married Portuguese noblewoman Filipa Moniz Perestrelo and was based in Lisbon for several years, but later took a Castilian mistress; he had one son with each woman. Though largely self-educated, Columbus was widely read in geography, astronomy, and history. He formulated a plan to seek a western sea passage to the East Indies, hoping to profit from the lucrative spice trade. Following Columbus's persistent lobbying to multiple kingdoms, Catholic monarchs Queen Isabella I and King Ferdinand II agreed to sponsor a journey west. Columbus left Castile in August 1492 with three ships, and made landfall in the Americas on 12 October (ending the period of human habitation in the Americas now referred to as the pre-Columbian era). His landing place was an island in the Bahamas, known by its native inhabitants as Guanahani. Columbus subsequently visited the islands now known as Cuba and Hispaniola, establishing a colony in what is now Haiti. Columbus returned to Castile in early 1493, bringing a number of captured natives with him. Word of his voyages soon spread throughout Europe. Columbus made three further voyages to the Americas, exploring the Lesser Antilles in 1493, Trinidad and the northern coast of South America in 1498, and the eastern coast of Central America in 1502. Many of the names he gave to geographical features—particularly islands—are still in use. He also gave the name indios (""Indians"") to the indigenous peoples he encountered. The extent to which he was aware that the Americas were a wholly separate landmass is uncertain; he never clearly renounced his belief that he had reached the Far East. As a colonial governor, Columbus was accused by his contemporaries of significant brutality and was soon removed from the post. Columbus's strained relationship with the Crown of Castile and its appointed colonial administrators in America led to his arrest and removal from Hispaniola in 1500, and later to protracted litigation over the benefits that he and his heirs claimed were owed to them by the crown. Columbus's expeditions inaugurated a period of exploration, conquest, and colonization that lasted for centuries, helping create the modern Western world. The transfers between the Old World and New World that followed his first voyage are known as the Columbian exchange. Columbus was widely venerated in the centuries after his death, but public perception has fractured in recent decades as scholars give greater attention to the harm committed under his governance, particularly the near-extermination of Hispaniola's indigenous Taíno population from mistreatment and European diseases, as well as their enslavement. Proponents of the Black Legend theory of history claim that Columbus has been unfairly maligned as part of a wider anti-Catholic sentiment. Many places in the Western Hemisphere bear his name, including the country of Colombia, the District of Columbia, and the Canadian province of British Columbia.",Christopher_Columbus,"Christopher Columbus (/kəˈlʌmbəs/; born between 25 August and 31 October 1451, died 20 May 1506) was an Italian explorer and navigator who completed four voyages across the Atlantic Ocean, opening the way for the widespread European exploration and colonization of the Americas. His expeditions, sponsored by the Catholic Monarchs of Spain, were the first European contact with the Caribbean, Central America, and South America. The name Christopher Columbus is the Anglicisation of the Latin Christophorus Columbus. Scholars generally agree that Columbus was born in the Republic of Genoa and spoke a dialect of Ligurian as his first language. He went to sea at a young age and travelled widely, as far north as the British Isles and as far south as what is now Ghana. He married Portuguese noblewoman Filipa Moniz Perestrelo and was based in Lisbon for several years, but later took a Castilian mistress; he had one son with each woman. Though largely self-educated, Columbus was widely read in geography, astronomy, and history. He formulated a plan to seek a western sea passage to the East Indies, hoping to profit from the lucrative spice trade. Following Columbus's persistent lobbying to multiple kingdoms, Catholic monarchs Queen Isabella I and King Ferdinand II agreed to sponsor a journey west. Columbus left Castile in August 1492 with three ships, and made landfall in the Americas on 12 October (ending the period of human habitation in the Americas now referred to as the pre-Columbian era). His landing place was an island in the Bahamas, known by its native inhabitants as Guanahani. Columbus subsequently visited the islands now known as Cuba and Hispaniola, establishing a colony in what is now Haiti. Columbus returned to Castile in early 1493, bringing a number of captured natives with him. Word of his voyages soon spread throughout Europe. Columbus made three further voyages to the Americas, exploring the Lesser Antilles in 1493, Trinidad and the northern coast of South America in 1498, and the eastern coast of Central America in 1502. Many of the names he gave to geographical features—particularly islands—are still in use. He also gave the name indios (""Indians"") to the indigenous peoples he encountered. The extent to which he was aware that the Americas were a wholly separate landmass is uncertain; he never clearly renounced his belief that he had reached the Far East. As a colonial governor, Columbus was accused by his contemporaries of significant brutality and was soon removed from the post. Columbus's strained relationship with the Crown of Castile and its appointed colonial administrators in America led to his arrest and removal from Hispaniola in 1500, and later to protracted litigation over the benefits that he and his heirs claimed were owed to them by the crown. Columbus's expeditions inaugurated a period of exploration, conquest, and colonization that lasted for centuries, helping create the modern Western world. The transfers between the Old World and New World that followed his first voyage are known as the Columbian exchange. Columbus was widely venerated in the centuries after his death, but public perception has fractured in recent decades as scholars give greater attention to the harm committed under his governance, particularly the near-extermination of Hispaniola's indigenous Taíno population from mistreatment and European diseases, as well as their enslavement. Proponents of the Black Legend theory of history claim that Columbus has been unfairly maligned as part of a wider anti-Catholic sentiment. Many places in the Western Hemisphere bear his name, including the country of Colombia, the District of Columbia, and the Canadian province of British Columbia."
Q1340,what is a brindle boxer,Boxer_(dog),"The Boxer is a medium to large, short-haired breed of dog, developed in Germany. The coat is smooth and tight-fitting; colors are fawn, brindled, or white, with or without white markings. Boxers are brachycephalic (they have broad, short skulls), have a square muzzle, mandibular prognathism (an underbite), very strong jaws, and a powerful bite ideal for hanging on to large prey. The Boxer was bred from the Old English Bulldog and the now extinct Bullenbeisser, which became extinct by crossbreeding rather than by a decadence of the breed. The Boxer is a member of the American Kennel Club (AKC) Working Group. The first Boxer club was founded in 1895, with Boxers being first exhibited in a dog show for St. Bernards in Munich the next year. Based on 2013 AKC statistics, Boxers held steady as the seventh-most popular breed of dog in the United States for the fourth consecutive year. According to the AKC's website, though, the boxer is now the 11th-most popular dog breed in the United States.",Boxer_(dog),"The Boxer is a medium to large, short-haired breed of dog, developed in Germany. The coat is smooth and tight-fitting; colors are fawn, brindled, or white, with or without white markings. Boxers are brachycephalic (they have broad, short skulls), have a square muzzle, mandibular prognathism (an underbite), very strong jaws, and a powerful bite ideal for hanging on to large prey. The Boxer was bred from the Old English Bulldog and the now extinct Bullenbeisser, which became extinct by crossbreeding rather than by a decadence of the breed. The Boxer is a member of the American Kennel Club (AKC) Working Group. The first Boxer club was founded in 1895, with Boxers being first exhibited in a dog show for St. Bernards in Munich the next year. Based on 2013 AKC statistics, Boxers held steady as the seventh-most popular breed of dog in the United States for the fourth consecutive year. According to the AKC's website, though, the boxer is now the 11th-most popular dog breed in the United States."
Q1341,what are SATA Power Connector,Serial_ATA,"Serial ATA (SATA, abbreviated from Serial AT Attachment) is a computer bus interface that connects host bus adapters to mass storage devices such as hard disk drives, optical drives, and solid-state drives. Serial ATA succeeded the earlier Parallel ATA (PATA) standard to become the predominant interface for storage devices. Serial ATA industry compatibility specifications originate from the Serial ATA International Organization (SATA-IO) which are then promulgated by the INCITS Technical Committee T13, AT Attachment (INCITS T13).",Serial_ATA,"Serial ATA (SATA, abbreviated from Serial AT Attachment) is a computer bus interface that connects host bus adapters to mass storage devices such as hard disk drives, optical drives, and solid-state drives. Serial ATA succeeded the earlier Parallel ATA (PATA) standard to become the predominant interface for storage devices. Serial ATA industry compatibility specifications originate from the Serial ATA International Organization (SATA-IO) which are then promulgated by the INCITS Technical Committee T13, AT Attachment (INCITS T13)."
Q1342,who invented the internet,History_of_the_Internet,"The history of the Internet has its origin in the efforts to build and interconnect computer networks that arose from research and development in the United States and involved international collaboration, particularly with researchers in the United Kingdom and France. Computer science was an emerging discipline in the late 1950s that began to consider time-sharing between computer users, and later, the possibility of achieving this over wide area networks. Independently, Paul Baran proposed a distributed network based on data in message blocks in the early 1960s and Donald Davies conceived of packet switching in 1965 at the National Physical Laboratory (NPL) and proposed building a national commercial data network in the UK. The Advanced Research Projects Agency (ARPA) of the U.S. Department of Defense awarded contracts in 1969 for the development of the ARPANET project, directed by Robert Taylor and managed by Lawrence Roberts. ARPANET adopted the packet switching technology proposed by Davies and Baran, underpinned by mathematical work in the early 1970s by Leonard Kleinrock at UCLA. The network was built by Bolt, Beranek, and Newman. Early packet switching networks such as the NPL network, ARPANET, Merit Network, and CYCLADES researched and provided data networking in the early 1970s. ARPA projects and international working groups led to the development of protocols for internetworking, in which multiple separate networks could be joined into a network of networks, which produced various standards. Bob Kahn, at ARPA, and Vint Cerf, at Stanford University, published research in 1974 that evolved into the Transmission Control Protocol (TCP) and Internet Protocol (IP), the two protocols of the Internet protocol suite. The design included concepts from the French CYCLADES project directed by Louis Pouzin. In the early 1980s, the National Science Foundation (NSF) funded national supercomputing centers at several universities in the United States, and provided interconnectivity in 1986 with the NSFNET project. Thus creating network access to these supercomputer sites for research and academic organizations in the United States. International connections to NSFNET, the emergence of architecture such as the Domain Name System, and the adoption of TCP/IP internationally on existing networks marked the beginnings of the Internet. Commercial Internet service providers (ISPs) emerged in 1989 in the United States and Australia. The ARPANET was decommissioned in 1990. Limited private connections to parts of the Internet by officially commercial entities emerged in several American cities by late 1989 and 1990. The NSFNET was decommissioned in 1995, removing the last restrictions on the use of the Internet to carry commercial traffic. Research at CERN in Switzerland by British computer scientist Tim Berners-Lee in 1989–90 resulted in the World Wide Web, linking hypertext documents into an information system, accessible from any node on the network. Since the mid-1990s, the Internet has had a revolutionary impact on culture, commerce, and technology, including the rise of near-instant communication by electronic mail, instant messaging, voice over Internet Protocol (VoIP) telephone calls, video chat, and the World Wide Web with its discussion forums, blogs, social networking services, and online shopping sites. Increasing amounts of data are transmitted at higher and higher speeds over fiber-optic networks operating at 1 Gbit/s, 10 Gbit/s, or more. The Internet's takeover of the global communication landscape was rapid in historical terms: it only communicated 1% of the information flowing through two-way telecommunications networks in the year 1993, 51% by 2000, and more than 97% of the telecommunicated information by 2007. The Internet continues to grow, driven by ever greater amounts of online information, commerce, entertainment, and social networking services. However, the future of the global network may be shaped by regional differences.",History_of_the_Internet,"The history of the Internet has its origin in the efforts to build and interconnect computer networks that arose from research and development in the United States and involved international collaboration, particularly with researchers in the United Kingdom and France. Computer science was an emerging discipline in the late 1950s that began to consider time-sharing between computer users, and later, the possibility of achieving this over wide area networks. Independently, Paul Baran proposed a distributed network based on data in message blocks in the early 1960s and Donald Davies conceived of packet switching in 1965 at the National Physical Laboratory (NPL) and proposed building a national commercial data network in the UK. The Advanced Research Projects Agency (ARPA) of the U.S. Department of Defense awarded contracts in 1969 for the development of the ARPANET project, directed by Robert Taylor and managed by Lawrence Roberts. ARPANET adopted the packet switching technology proposed by Davies and Baran, underpinned by mathematical work in the early 1970s by Leonard Kleinrock at UCLA. The network was built by Bolt, Beranek, and Newman. Early packet switching networks such as the NPL network, ARPANET, Merit Network, and CYCLADES researched and provided data networking in the early 1970s. ARPA projects and international working groups led to the development of protocols for internetworking, in which multiple separate networks could be joined into a network of networks, which produced various standards. Bob Kahn, at ARPA, and Vint Cerf, at Stanford University, published research in 1974 that evolved into the Transmission Control Protocol (TCP) and Internet Protocol (IP), the two protocols of the Internet protocol suite. The design included concepts from the French CYCLADES project directed by Louis Pouzin. In the early 1980s, the National Science Foundation (NSF) funded national supercomputing centers at several universities in the United States, and provided interconnectivity in 1986 with the NSFNET project. Thus creating network access to these supercomputer sites for research and academic organizations in the United States. International connections to NSFNET, the emergence of architecture such as the Domain Name System, and the adoption of TCP/IP internationally on existing networks marked the beginnings of the Internet. Commercial Internet service providers (ISPs) emerged in 1989 in the United States and Australia. The ARPANET was decommissioned in 1990. Limited private connections to parts of the Internet by officially commercial entities emerged in several American cities by late 1989 and 1990. The NSFNET was decommissioned in 1995, removing the last restrictions on the use of the Internet to carry commercial traffic. Research at CERN in Switzerland by British computer scientist Tim Berners-Lee in 1989–90 resulted in the World Wide Web, linking hypertext documents into an information system, accessible from any node on the network. Since the mid-1990s, the Internet has had a revolutionary impact on culture, commerce, and technology, including the rise of near-instant communication by electronic mail, instant messaging, voice over Internet Protocol (VoIP) telephone calls, video chat, and the World Wide Web with its discussion forums, blogs, social networking services, and online shopping sites. Increasing amounts of data are transmitted at higher and higher speeds over fiber-optic networks operating at 1 Gbit/s, 10 Gbit/s, or more. The Internet's takeover of the global communication landscape was rapid in historical terms: it only communicated 1% of the information flowing through two-way telecommunications networks in the year 1993, 51% by 2000, and more than 97% of the telecommunicated information by 2007. The Internet continues to grow, driven by ever greater amounts of online information, commerce, entertainment, and social networking services. However, the future of the global network may be shaped by regional differences."
Q1344,"What kind of poem is ""This is Just to Say""",This_Is_Just_To_Say,,This_Is_Just_to_Say,"""This Is Just to Say"" (1934) is an imagist poem by William Carlos Williams."
Q1345,when does the royal standard fly?,Royal_Standard_of_the_United_Kingdom,"The Royal Standards of the United Kingdom refers to either one of two similar flags used by Queen Elizabeth II in her capacity as Sovereign of the United Kingdom, the Crown dependencies, and the British Overseas Territories. Two versions of the flag exist, one for general use in England, Northern Ireland, Wales, the Crown dependencies and the British Overseas Territories; and the other for use in Scotland. Although almost universally called a standard, such flags when used in the United Kingdom are banners of arms, as they comprise the shield of the Royal Arms. Since the 1960s, Queen Elizabeth II has had several personal flags designed for her use as sovereign of certain Commonwealth realms. These heraldic flags are similar to those of the British ""Royal Standard"" in being banners of the nation's arms but feature a device found in the Queen's general personal flag (a blue disc containing a wreath of gold roses encircling a crowned letter 'E'). The Royal Standard of the United Kingdom is flown when the Queen is in residence in one of the royal palaces and on her car, ship, or aeroplane. It may be flown on any building, official or private, during a visit by the Queen, if the owner or proprietor so requests. It famously replaces the Union Flag over the Palace of Westminster when the Queen visits during the State Opening of Parliament. The Royal Standard was flown aboard the royal yacht when it was in service and the Queen was on board. The only church that may fly a Royal Standard, even without the presence of the Sovereign, is Westminster Abbey, a Royal Peculiar. When the Queen visited the United States in 1991, she was provided with a Cadillac limousine that flew both her standard and the Stars and Stripes, an acknowledgement of the ""special relationship"" that exists between the two nations. The Royal Standard is flown at royal residences only when the sovereign is present. If the Union Flag flies above Buckingham Palace, Windsor Castle or Sandringham House, it signals that the Queen is not in residence. In 1934, King George V permitted his subjects in Scotland to display the ancient Royal Standard of Scotland as part of his silver jubilee. Today, it flies above Holyrood Palace and Balmoral Castle when the Queen is not in residence. When the Queen attends Parliament at the Palace of Westminster, the Royal Standard flies from Victoria Tower. Unlike the Union Flag, the Royal Standard is never flown at half-mast, even after the demise of the Crown, as there is always a sovereign on the throne. Controversy arose regarding the lack of a flag at half-mast over Buckingham Palace following the death of Diana, Princess of Wales, in 1997. The Queen was then in summer residence at Balmoral; and according to established custom, no flag was displayed over Buckingham Palace, as the monarch was not present. The Queen proposed a compromise whereby the Union Flag would be flown at half-mast on the day of Diana's funeral. The Union Flag was also flown at half-mast over Buckingham Palace as a mark of respect on the first anniversary of the death of Diana, Princess of Wales, on Bank Holiday, Monday, 31 August 1998. Since then, the Union Flag has flown regularly in the Queen's absence and has been lowered to half-mast to mark several occasions such as the death of Queen Elizabeth The Queen Mother, the September 11 attacks and the 7 July 2005 London bombings.",Royal_Standard_of_the_United_Kingdom,"The Royal Standards of the United Kingdom refers to either one of two similar flags used by Queen Elizabeth II in her capacity as Sovereign of the United Kingdom, the Crown dependencies, and the British Overseas Territories. Two versions of the flag exist, one for general use in England, Northern Ireland, Wales, the Crown dependencies and the British Overseas Territories; and the other for use in Scotland. Although almost universally called a standard, such flags when used in the United Kingdom are banners of arms, as they comprise the shield of the Royal Arms. Since the 1960s, Queen Elizabeth II has had several personal flags designed for her use as sovereign of certain Commonwealth realms. These heraldic flags are similar to those of the British ""Royal Standard"" in being banners of the nation's arms but feature a device found in the Queen's general personal flag (a blue disc containing a wreath of gold roses encircling a crowned letter 'E'). The Royal Standard of the United Kingdom is flown when the Queen is in residence in one of the royal palaces and on her car, ship, or aeroplane. It may be flown on any building, official or private, during a visit by the Queen, if the owner or proprietor so requests. It famously replaces the Union Flag over the Palace of Westminster when the Queen visits during the State Opening of Parliament. The Royal Standard was flown aboard the royal yacht when it was in service and the Queen was on board. The only church that may fly a Royal Standard, even without the presence of the Sovereign, is Westminster Abbey, a Royal Peculiar. When the Queen visited the United States in 1991, she was provided with a Cadillac limousine that flew both her standard and the Stars and Stripes, an acknowledgement of the ""special relationship"" that exists between the two nations. The Royal Standard is flown at royal residences only when the sovereign is present. If the Union Flag flies above Buckingham Palace, Windsor Castle or Sandringham House, it signals that the Queen is not in residence. In 1934, King George V permitted his subjects in Scotland to display the ancient Royal Standard of Scotland as part of his silver jubilee. Today, it flies above Holyrood Palace and Balmoral Castle when the Queen is not in residence. When the Queen attends Parliament at the Palace of Westminster, the Royal Standard flies from Victoria Tower. Unlike the Union Flag, the Royal Standard is never flown at half-mast, even after the demise of the Crown, as there is always a sovereign on the throne. Controversy arose regarding the lack of a flag at half-mast over Buckingham Palace following the death of Diana, Princess of Wales, in 1997. The Queen was then in summer residence at Balmoral; and according to established custom, no flag was displayed over Buckingham Palace, as the monarch was not present. The Queen proposed a compromise whereby the Union Flag would be flown at half-mast on the day of Diana's funeral. The Union Flag was also flown at half-mast over Buckingham Palace as a mark of respect on the first anniversary of the death of Diana, Princess of Wales, on Bank Holiday, Monday, 31 August 1998. Since then, the Union Flag has flown regularly in the Queen's absence and has been lowered to half-mast to mark several occasions such as the death of Queen Elizabeth The Queen Mother, the September 11 attacks and the 7 July 2005 London bombings."
Q1347,who played dumbledore in harry potter,Albus_Dumbledore,"Albus Percival Wulfric Brian Dumbledore is a fictional character in J. K. Rowling's Harry Potter series. For most of the series, he is the headmaster of the wizarding school Hogwarts. As part of his backstory, it is revealed that he is the founder and leader of the Order of the Phoenix, an organisation dedicated to fighting Lord Voldemort, the main antagonist of the series. Dumbledore was portrayed by Richard Harris in the film adaptations of Harry Potter and the Philosopher's Stone and Harry Potter and the Chamber of Secrets. After Harris' death, Michael Gambon portrayed Dumbledore for all of the remaining Harry Potter films. Jude Law portrayed Dumbledore as a young man in the prequel film Fantastic Beasts: The Crimes of Grindelwald. Rowling stated she chose the name Dumbledore, which is a dialectal word for ""bumblebee"", because of Dumbledore's love of music: she imagined him walking around ""humming to himself a lot"".",Albus_Dumbledore,"Albus Percival Wulfric Brian Dumbledore is a fictional character in J. K. Rowling's Harry Potter series. For most of the series, he is the headmaster of the wizarding school Hogwarts. As part of his backstory, it is revealed that he is the founder and leader of the Order of the Phoenix, an organisation dedicated to fighting Lord Voldemort, the main antagonist of the series. Dumbledore was portrayed by Richard Harris in the film adaptations of Harry Potter and the Philosopher's Stone and Harry Potter and the Chamber of Secrets. After Harris' death, Michael Gambon portrayed Dumbledore for all of the remaining Harry Potter films. Jude Law portrayed Dumbledore as a young man in the prequel film Fantastic Beasts: The Crimes of Grindelwald. Rowling stated she chose the name Dumbledore, which is a dialectal word for ""bumblebee"", because of Dumbledore's love of music: she imagined him walking around ""humming to himself a lot""."
Q1348,what produces calcitonin,Calcitonin,"Calcitonin is a 32 amino acid peptide hormone secreted by parafollicular cells (also known as C cells) of the thyroid gland in humans, and in many other animals in the ultimopharyngeal body. It acts to reduce blood calcium (Ca2+), opposing the effects of parathyroid hormone (PTH). Calcitonin has been found in fish, reptiles, birds, and mammals. Its importance in humans has not been as well established as its importance in other animals, as its function is usually not significant in the regulation of normal calcium homeostasis. It belongs to the calcitonin-like protein family. Historically calcitonin has also been called thyrocalcitonin.",Calcitonin,"Calcitonin is a 32 amino acid peptide hormone secreted by parafollicular cells (also known as C cells) of the thyroid gland in humans, and in many other animals in the ultimopharyngeal body. It acts to reduce blood calcium (Ca2+), opposing the effects of parathyroid hormone (PTH). Calcitonin has been found in fish, reptiles, birds, and mammals. Its importance in humans has not been as well established as its importance in other animals, as its function is usually not significant in the regulation of normal calcium homeostasis. It belongs to the calcitonin-like protein family. Historically calcitonin has also been called thyrocalcitonin."
Q1351,who hit the first home run at riverfront stadium?,Riverfront_Stadium,"Riverfront Stadium, also known as Cinergy Field from 1996 to 2002, was a multi-purpose stadium in Cincinnati, Ohio, United States that was the home of the Cincinnati Reds of Major League Baseball from 1970 through 2002 and the Cincinnati Bengals of the National Football League from 1970 to 1999. Located on the Ohio River in downtown Cincinnati, the stadium was best known as the home of ""The Big Red Machine"", as the Reds were often called in the 1970s. Construction began on February 1, 1968, and was completed at a cost of less than $50 million. Riverfront's grand opening was held on June 30, 1970, an 8-2 Reds loss to the Atlanta Braves. Braves right fielder Hank Aaron hit the first home run in Riverfront's history, a two-run shot in the first inning which also served as the stadium's first runs batted in. Two weeks later on July 14, 1970, Riverfront hosted the 1970 Major League Baseball All-Star Game. This game is best remembered for the often-replayed collision at home plate between Reds star Pete Rose and catcher Ray Fosse of the Cleveland Indians. In September 1996, Riverfront Stadium was renamed ""Cinergy Field"" in a sponsorship deal with Greater Cincinnati energy company Cinergy. In 2001, to make room for Great American Ball Park, the seating capacity at Cinergy Field was reduced to 39,000. There was a huge in-play wall in center field visible after the renovations, to serve as the batter's eye. The stadium was demolished by implosion on December 29, 2002.",Riverfront_Stadium,"Riverfront Stadium, also known as Cinergy Field from 1996 to 2002, was a multi-purpose stadium in Cincinnati, Ohio, United States that was the home of the Cincinnati Reds of Major League Baseball from 1970 through 2002 and the Cincinnati Bengals of the National Football League from 1970 to 1999. Located on the Ohio River in downtown Cincinnati, the stadium was best known as the home of ""The Big Red Machine"", as the Reds were often called in the 1970s. Construction began on February 1, 1968, and was completed at a cost of less than $50 million. Riverfront's grand opening was held on June 30, 1970, an 8-2 Reds loss to the Atlanta Braves. Braves right fielder Hank Aaron hit the first home run in Riverfront's history, a two-run shot in the first inning which also served as the stadium's first runs batted in. Two weeks later on July 14, 1970, Riverfront hosted the 1970 Major League Baseball All-Star Game. This game is best remembered for the often-replayed collision at home plate between Reds star Pete Rose and catcher Ray Fosse of the Cleveland Indians. In September 1996, Riverfront Stadium was renamed ""Cinergy Field"" in a sponsorship deal with Greater Cincinnati energy company Cinergy. In 2001, to make room for Great American Ball Park, the seating capacity at Cinergy Field was reduced to 39,000. There was a huge in-play wall in center field visible after the renovations, to serve as the batter's eye. The stadium was demolished by implosion on December 29, 2002."
Q1352,Who Makes Nexen Tires,Nexen_Tire,"Nexen Tire Corporation (Korean: 넥센타이어) is a tire manufacturer headquartered in Yangsan, South Gyeongsang Province and Seoul in South Korea. Established in 1942 under the name, Heung-A Tire Company, Nexen Tire Co. has served the industry for the past 71 years. In 1985, Nexen dedicated a facility in Yangsan, Korea, to the production of radial tires. The company changed their name in 2000 from Woosung Tire to Nexen Tire Corporation. That same year also saw Nexen Tire listed on the KOSPI 200 Index future market. In 2005, Nexen Tire was awarded a patent for the technology to manufacture rubber/stratified silicate nano-composite tires. By 2006, they had completed development on the new UHP and Winter LTR/SUV pattern. To accommodate increased demand, the company opened a manufacturing plant in Qingdao, China in 2007. Nexen's domestic market share increased from 8% to 20%, with annual sales exceeding $600 million. The company employs over 2,000 and currently exports to 120 countries. Its major Korean competitors are Hankook and Kumho. The company's name, a portmanteau of next and century is reflected in its marketing tagline, ""Next Century Tire.""",Nexen_Tire,"Nexen Tire Corporation (Korean: 넥센타이어) is a tire manufacturer headquartered in Yangsan, South Gyeongsang Province and Seoul in South Korea. Established in 1942 under the name, Heung-A Tire Company, Nexen Tire Co. has served the industry for the past 71 years. In 1985, Nexen dedicated a facility in Yangsan, Korea, to the production of radial tires. The company changed their name in 2000 from Woosung Tire to Nexen Tire Corporation. That same year also saw Nexen Tire listed on the KOSPI 200 Index future market. In 2005, Nexen Tire was awarded a patent for the technology to manufacture rubber/stratified silicate nano-composite tires. By 2006, they had completed development on the new UHP and Winter LTR/SUV pattern. To accommodate increased demand, the company opened a manufacturing plant in Qingdao, China in 2007. Nexen's domestic market share increased from 8% to 20%, with annual sales exceeding $600 million. The company employs over 2,000 and currently exports to 120 countries. Its major Korean competitors are Hankook and Kumho. The company's name, a portmanteau of next and century is reflected in its marketing tagline, ""Next Century Tire."""
Q1353,who did richard nixon refer to as the  silent majority,Silent_majority,"The silent majority is an unspecified large group of people in a country or group who do not express their opinions publicly. The term was popularized by U.S. President Richard Nixon in a televised address on November 3, 1969, in which he said, ""And so tonight—to you, the great silent majority of my fellow Americans—I ask for your support."" In this usage it referred to those Americans who did not join in the large demonstrations against the Vietnam War at the time, who did not join in the counterculture, and who did not participate in public discourse. Nixon, along with many others, saw this group of Middle Americans as being overshadowed in the media by the more vocal minority. Preceding Nixon by half a century, it was employed in 1919 by Calvin Coolidge's campaign for the 1920 presidential nomination. Before that, the phrase was used in the 19th century as a euphemism referring to all the people who have died, and others have used it before and after Nixon to refer to groups of voters in various nations of the world.",Silent_majority,"The silent majority is an unspecified large group of people in a country or group who do not express their opinions publicly. The term was popularized by U.S. President Richard Nixon in a televised address on November 3, 1969, in which he said, ""And so tonight—to you, the great silent majority of my fellow Americans—I ask for your support."" In this usage it referred to those Americans who did not join in the large demonstrations against the Vietnam War at the time, who did not join in the counterculture, and who did not participate in public discourse. Nixon, along with many others, saw this group of Middle Americans as being overshadowed in the media by the more vocal minority. Preceding Nixon by half a century, it was employed in 1919 by Calvin Coolidge's campaign for the 1920 presidential nomination. Before that, the phrase was used in the 19th century as a euphemism referring to all the people who have died, and others have used it before and after Nixon to refer to groups of voters in various nations of the world."
Q1354,what the atmosphere on mercury,Atmosphere_of_Mercury,"Mercury has a very tenuous and highly variable atmosphere (surface-bound exosphere) containing hydrogen, helium, oxygen, sodium, calcium, potassium and water vapor, with a combined pressure level of about 10−14 bar (1 nPa). The exospheric species originate either from the Solar wind or from the planetary crust. Solar light pushes the atmospheric gases away from the Sun, creating a comet-like tail behind the planet. The existence of a Mercurian atmosphere had been contentious before 1974, although by that time a consensus had formed that Mercury, like the Moon, lacked any substantial atmosphere. This conclusion was confirmed in 1974 when the unmanned Mariner 10 spaceprobe discovered only a tenuous exosphere. Later, in 2008, improved measurements were obtained by the MESSENGER spacecraft, which discovered magnesium in the Mercurian exosphere.",Atmosphere_of_Mercury,"Mercury has a very tenuous and highly variable atmosphere (surface-bound exosphere) containing hydrogen, helium, oxygen, sodium, calcium, potassium and water vapor, with a combined pressure level of about 10−14 bar (1 nPa). The exospheric species originate either from the Solar wind or from the planetary crust. Solar light pushes the atmospheric gases away from the Sun, creating a comet-like tail behind the planet. The existence of a Mercurian atmosphere had been contentious before 1974, although by that time a consensus had formed that Mercury, like the Moon, lacked any substantial atmosphere. This conclusion was confirmed in 1974 when the unmanned Mariner 10 spaceprobe discovered only a tenuous exosphere. Later, in 2008, improved measurements were obtained by the MESSENGER spacecraft, which discovered magnesium in the Mercurian exosphere."
Q1355,What are the lateral and median apertures of the brain?,Lateral_aperture,"The lateral aperture is a paired structure in human anatomy. It is an opening in each lateral extremity of the lateral recess of the fourth ventricle of the human brain, which also has a single median aperture. The two lateral apertures provide a conduit for cerebrospinal fluid to flow from the brain's ventricular system into the subarachnoid space; specifically into the pontocerebellar cistern at the cerebellopontine angle. The structure is also called the lateral aperture of the fourth ventricle or the foramen of Luschka after anatomist Hubert von Luschka. Gross total resection of tumours that extend through foramen of Lushka is sometimes not possible due to bradycardia.",Lateral_aperture,"The lateral aperture is a paired structure in human anatomy. It is an opening in each lateral extremity of the lateral recess of the fourth ventricle of the human brain, which also has a single median aperture. The two lateral apertures provide a conduit for cerebrospinal fluid to flow from the brain's ventricular system into the subarachnoid space; specifically into the pontocerebellar cistern at the cerebellopontine angle. The structure is also called the lateral aperture of the fourth ventricle or the foramen of Luschka after anatomist Hubert von Luschka. Gross total resection of tumours that extend through foramen of Lushka is sometimes not possible due to bradycardia."
